ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	castingStat	choices	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
2ab8c7d	96de423	b58d4645bf8ff52303134140416d7c08	03d66d7	Tiefling	Guild Artisan	2019-03-14T03:56:21Z	Cleric 8	Cleric	War Domain	8	Alert	59	18	19	10	14	12	16	10		History|Religion|Insight|Persuasion	Warhammer|Crossbow, light	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardian*3|Freedom of Movement*4|Stoneskin*4	Wis		United States	US		NA	NA	Tiefling	Divine Favor*1|Shield of Faith*1|Magic Weapon*2|Spiritual Weapon*2|Crusader's Mantle*3|Spirit Guardians*3|Freedom of Movement*4|Stoneskin*4	Warhammer|Crossbow, Light	8-11	practical_greider
eb0cb1b	289b0e0	e56e59d8f7f0b80678c80cd40c45e1ca	3b984ca	Stout Halfling	Urchin	2019-03-08T02:51:03Z	Monk 8	Monk	Way of the Open Hand	8	Lucky	83	20	12	21	20	17	20	15	Chaotic Good	Sleight of Hand|Stealth|Religion|Insight	Shortsword|Dart|Unarmed strike		Int		United States	US	CG	NA	NA	Halfling		Shortsword|Dart|Unarmed Strike	8-11	tender_shaw
81b14dd		dd17b751a78f34eed642fb3ab50e5a51	c2c4ac1	Human	Acolyte	2019-02-23T05:45:59Z	Paladin 8	Paladin	Oath of Devotion	8	Polearm Master|Sentinel	60	16	18	9	12	10	12	15		Athletics|Religion|Insight|Medicine|Survival	Glaive|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Glaive|Javelin	8-11	stupefied_boyd
c10cf04	2bd82e9	77a0cf79737c6ce4bfdccd60c718c5c0	2eb5fd3	Half-Elf	Entertainer	2019-02-19T22:04:55Z	Bard 8	Bard	College of Glamour	8	Elven Accuracy	51	17	13	16	12	10	10	18	Neutral Good	Acrobatics|Insight|Deception|Intimidation|Performance|Persuasion	Dagger|Crossbow, light	Message*0|Thunderclap*0|Vicious Mockery*0|Charm Person*1|Cute Wounds*1|Dissonant Whispers*1|Tasha Hideous Laughter*1|Heat Metal*2|Invisibility*2|Phantasmal Force*2|Suggestion*2|Hypnotic Pattern*3|Dimension Door*4|Polymorph*4	Cha	expertise/Persuasion*Performance	United States	US	NG	NA	NA	Half-Elf	Message*0|Thunderclap*0|Vicious Mockery*0|Charm Person*1|Cure Wounds*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1|Heat Metal*2|Invisibility*2|Phantasmal Force*2|Suggestion*2|Hypnotic Pattern*3|Dimension Door*4|Polymorph*4	Dagger|Crossbow, Light	8-11	objective_bhabha
d88b232	533d83a	c2125969337230e4b17d3fc13703e566	fc2a8da	Hill Dwarf	Sage	2019-02-18T02:50:38Z	Druid 8	Druid	Circle of the Moon	8	Observant	104	16	12	17	18	14	20	12	Chaotic Good	Arcana|History|Nature|Medicine	Scimitar	Poison Spray*0|Druidcraft*0|Mending*0|Cure Wounds*1|Healing Word*1|Charm Person*1|Entangle*1|GoodBerry*1|Speak With Animals*2|Lesser Restoration*2|Enhance Ability*2|Healing Spirit*2|Conjure Animals*3|Wind Wall*3|Speak with Plants*3|Polymorph*4|Conjure Woodland Beings*4	Wis		United States	US	CG	NA	NA	Dwarf	Poison Spray*0|Druidcraft*0|Mending*0|Cure Wounds*1|Healing Word*1|Charm Person*1|Entangle*1|Goodberry*1|*|Lesser Restoration*2|Enhance Ability*2|Healing Spirit*2|Conjure Animals*3|Wind Wall*3|Speak with Plants*3|Polymorph*4|Conjure Woodland Beings*4	Scimitar	8-11	priceless_chaum
29883a4	e27ce66	fbb5db3c3aac129d6ad13daf992306f4	f029acd	Human	Sage	2019-02-17T01:26:34Z	Warlock 8	Warlock	The Hexblade	8	Polearm Master|War Caster	59	15	10	12	14	12	11	18		Sleight of Hand|Arcana|History|Deception|Intimidation	Glaive		Cha	eldritch invocations/Thirsting Blade*Repelling Blast*Devil's Sight|pact boon/Pact of the Blade	United States	US		NA	NA	Human		Glaive	8-11	elastic_wiles
a9ff016	2bd82e9	f43300437a240c8bbe76b22fd6428887	bdaa483	Half-Elf	Entertainer	2019-02-13T02:55:14Z	Bard 8	Bard	College of Glamour	8	Elven Accuracy	51	14	13	16	12	10	10	18		Acrobatics|Insight|Deception|Intimidation|Performance|Persuasion	Rapier|Dagger		Cha	expertise/Persuasion*Performance	United States	US		NA	NA	Half-Elf		Rapier|Dagger	8-11	cool_shannon
31e5bb3	4088119	d31c8ce3040a0359f866e6792a175bf7	bd6410a	Half-Orc	Custom	2019-02-12T12:45:23Z	Sorcerer 8	Sorcerer	Draconic Bloodline	8	Elemental Adept	74	17	14	16	18	13	16	20		Insight|Deception|Intimidation|Persuasion	Crossbow, light|Dagger	Fire Bolt*0|Prestidigitation*0|Mending*0|Frostbite*0|Control Flames*0|Shield*1|Burning Hands*1|Scorching Ray*2|Misty Step*2|Fireball*3|Fly*3|Haste*3|Greater Invisibility*4	Cha	metamagic/Twinned Spell*Quickened Spell	Iceland	IS		NA	NA	Half-Orc	Fire Bolt*0|Prestidigitation*0|Mending*0|Frostbite*0|Control Flames*0|Shield*1|Burning Hands*1|Scorching Ray*2|Misty Step*2|Fireball*3|Fly*3|Haste*3|Greater Invisibility*4	Crossbow, Light|Dagger	8-11	vigorous_elbakyan
e68daf9	82268d2	ef245a9e4b397c3b73faaa590020026f	92bb67f	Vedalken	Urban Bounty Hunter	2019-02-08T22:11:23Z	Fighter 8	Fighter	Lightning Adept	8	Magic Initiate|Shield Master|Tough	112	18	9	18	15	18	12	11		Stealth|Arcana|Investigation|Insight|Perception|Survival	Rapier|Blowgun|Crossbow, light		Int	fighting style/Dueling	United States	US		NA	NA	Vedalken		Rapier|Blowgun|Crossbow, Light	8-11	pensive_meninsky
dd061a1	4a43fd6	68aa977c5bde5bdb762dea22c9a955b2	aa21c65	Violetken	Cloistered Scholar	2019-02-01T16:49:57Z	Warlock 8	Warlock	The Undying	8	Healer	63	13	12	15	15	20	16	16		Arcana|History|Investigation|Nature|Medicine|Intimidation	Quarterstaff|Dagger|Sickle	Spare the Dying*0|Toll the Dead*0|Poison Spray*0|Infestation*0|False Life*1|Ray of Sickness*1|Bane (1/day)*1|Find Familiar (ritual)*1|Detect Magic (at will)*1|Expeditious Retreat*1|Healing Elixir*1|Blindness/Deafness*2|Silence*2|Misty Step*2|Ray of Enfeeblement*2|Feign Death*3|Speak with Dead*3|Vampiric Touch*3|Gaseous Form*3|Remove Curse*3|Aura of Life*4|Death Ward*4|Blight*4|Sickening Radiance*4	Cha	pact boon/Pact of the Chain|eldritch invocations/Thief of Five Fates*Eldritch Sight*Cloak of Flies*One with Shadows	United States	US		NA	NA	Vedalken	Spare the Dying*0|Toll the Dead*0|Poison Spray*0|Infestation*0|False Life*1|Ray of Sickness*1|Bane*1|Find Familiar*1|Detect Magic*1|Expeditious Retreat*1|*|Blindness/Deafness*2|Silence*2|Misty Step*2|Ray of Enfeeblement*2|Feign Death*3|Speak with Dead*3|Vampiric Touch*3|Gaseous Form*3|Remove Curse*3|Aura of Life*4|Death Ward*4|Blight*4|Sickening Radiance*4	Quarterstaff|Dagger|Sickle	8-11	gracious_rhodes
bae9d4e	adb6fdd	bdecc719905c8b2f9ea1a49db597a2f7	73abde5	Dragonborn	Outlander	2019-01-31T23:57:28Z	Barbarian 8	Barbarian	Path of the Ancestral Guardian	8	Lucky	87	20	17	12	15	9	12	12	NB	Athletics|Perception|Survival|Intimidation	Shortsword Prata|Crossbow, hand|Dagger|Net|Matador De Gigante		Con		Brazil	BR	NG	NA	NA	Dragonborn		Shortsword|Crossbow, hand|Dagger|Net|	8-11	determined_mccarthy
2b8145d	b6dd6a9	7c0fadbce6078cea079cc2ca1c2c3880	45d8010	Tiefling	Urchin	2019-01-31T21:09:56Z	Rogue 8	Rogue	Assassin	8	Flames of Phlegethos	71	16	8	18	16	12	10	16		Athletics|Acrobatics|Sleight of Hand|Stealth|Animal Handling|Intimidation|Persuasion	Shortsword|Dagger|Small Knife|Crossbow, hand	thaumaturgy*0|Hellish Rebuke *0	Cha	expertise/Sleight of Hand*Intimidation*Stealth*Acrobatics	United Kingdom	GB		NA	NA	Tiefling	Thaumaturgy*0|*	Shortsword|Dagger||Crossbow, hand	8-11	hungry_volhard
8319a0b	35c8469	6172e667eb36ef9de804c724de17b03c	fd8fc20	Mountain Dwarf	Custom	2019-01-26T04:20:57Z	Paladin 8	Paladin	Oath of Conquest	8	Sentinel|Polearm Master	88	16	18	10	16	10	10	16		Athletics|Religion|Intimidation|Persuasion	Halberd|Battleaxe|Crossbow, heavy|Handaxe	Armor of Frost*1|Command*1|Hold Person*2|Spiritual Weapon*2	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Dwarf	*|Command*1|Hold Person*2|Spiritual Weapon*2	Halberd|Battleaxe|Crossbow, Heavy|Handaxe	8-11	nifty_margulis
f05c2df	1aa9e50	1f37ad726983e36b15138a933f7660f8	7495ea6	Kenku	Urban Bounty Hunter	2019-01-26T01:24:41Z	Ranger 8	Ranger	Monster Slayer	8	Crossbow Expert	68	16	8	20	14	12	14	12	Lawful Neutral	Stealth|Investigation|Insight|Perception|Survival|Deception|Persuasion	Shortsword|Longbow|Crossbow, hand	Protection from Evil and Good*1|Zone of Truth*2	Wis	fighting style/Archery	United States	US	LN	NA	NA	Kenku	Protection from Evil and Good*1|Zone of Truth*2	Shortsword|Longbow|Crossbow, hand	8-11	adoring_hugle
385884c	384258a	d65f76e28f7d015618b35084f471f46d	a162f50	Triton	Far Traveler	2019-01-24T13:13:16Z	Bard 8	Bard	College of Glamour	8		104	16	20	20	20	18	18	9		Acrobatics|Stealth|Insight|Perception|Persuasion	Rapier|Dagger		Cha	expertise/Stealth*Persuasion	United States	US		NA	NA	Triton		Rapier|Dagger	8-11	jovial_cartwright
	ab8a662	05ee9c1bb481e70bec51b5f9998b0ac6	c18b376	Half-Orc	Sailor	2019-01-24T10:19:17Z	Barbarian 8	Barbarian	Path of the Storm Herald	8		77	13	17	13	14	11	10	10		Athletics|Nature|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		Canada	CA		NA	NA	Half-Orc		Greataxe|Handaxe|Javelin	8-11	cocky_gates
a1dde31	87de40b	4750c0820b79a53e2e007dbc425f0fb4	2f3462b	Gray Dwarf	Mercenary Veteran	2019-01-23T00:20:01Z	Cleric 8	Cleric	Forge Domain	8	War Caster	59	18	16	8	14	8	16	14		Athletics|Religion|Insight|Persuasion	Warhammer|Javelin	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4	Wis		Brazil	BR		NA	NA	Dwarf	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2|Elemental Weapon*3|Protection from Energy*3|Fabricate*4|Wall of Fire*4	Warhammer|Javelin	8-11	confident_booth
5f780d8		25625020893698cc81a0768ff7e2b702	1dd9c81	Kobold	Hermit	2019-01-22T01:47:37Z	Fighter 8	Fighter	Battle Master	8		13	16	17	17	14	8	9	12	Chaotic Good	Acrobatics|Religion|Medicine|Survival	Greatsword|Handaxe		Int	combat superiority maneuvers/Parry*Evasive Footwork*Disarming Attack|fighting style/Great Weapon Fighting	United States	US	CG	NA	NA	Kobold		Greatsword|Handaxe	8-11	cocky_cannon
2cfca76	f037836	6c3bfbd8af13a1bb9e5e47262fb2e505	68d9c2a	Minotaur	Acolyte	2019-01-18T04:02:32Z	Fighter 8	Fighter	Champion	8	Mobile|Great Weapon Master|Mage Slayer	76	16	18	12	17	10	12	14		Athletics|History|Religion|Insight|Intimidation	Greataxe|Crossbow, light		Int	fighting style/Great Weapon Fighting	New Zealand	NZ		NA	NA	Minotaur		Greataxe|Crossbow, Light	8-11	inspiring_jennings
97e4248	694946b	dbf862c3f6148015144a98247b971a9f	733ef30	Human	Acolyte 	2019-01-15T23:17:35Z	Cleric 8	Cleric	War Domain	8	War Caster	62	19	14	10	16	11	16	13	NG	Religion|Insight|Perception|Persuasion	Mace + 3 To Undead|Dagger|Sword Magic	Guidance*0|Light*0|Sacred Flame*0|Word Of Radiance*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Command*1|Magic Weapon*2|Spiritual Weapon*2|Prayer Of Healing*2|Protection From Poison*2|Crusaders Mantle*3|Spirit Guardian*3|Mass Healing Word*3|Beacon Of Hope*3|Freedom of Movement*4|Stoneskin*4|Death Ward*4|Pick 2 More*4	Wis		United States	US	NG	NA	NA	Human	Guidance*0|Light*0|Sacred Flame*0|Word of Radiance*0|Divine Favor*1|Shield of Faith*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Command*1|Magic Weapon*2|Spiritual Weapon*2|Prayer of Healing*2|Protection from Poison*2|Crusader's Mantle*3|Spirit Guardians*3|Mass Healing Word*3|Beacon of Hope*3|Freedom of Movement*4|Stoneskin*4|Death Ward*4|Ice Storm*4	Mace|Dagger|	8-11	wonderful_golick
7249a07	00ef74d	747f1868534a23c57a3fbf0ae214162c	29d6bfa	Half-Elf	Criminal	2019-01-12T22:07:26Z	Paladin 8	Paladin	Oath of Vengeance	8	Great Weapon Master	62	18	19	15	12	10	10	18		Stealth|Insight|Perception|Deception|Persuasion	Lance|Javelin|Longsword	Bane*1|Hunter’s Mark*1|Branding Smite*1|Cure Wounds*1|Shield Of Faith*1|Searing Smite*1|Hold Person*2|Misty Step*2	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Half-Elf	Bane*1|Hunter's Mark*1|*|Cure Wounds*1|Shield of Faith*1|Searing Smite*1|Hold Person*2|Misty Step*2	Lance|Javelin|Longsword	8-11	loving_bhabha
b0520bc	fc6e81a	45362e70a40f7dda30ef325703b406db	4fe7bb0	Human	Sailor	2019-01-12T19:10:36Z	Cleric 8	Cleric	War Domain	8	Martial Adept	88	20	17	14	16	13	20	11		Athletics|History|Religion|Medicine|Perception	Crossbow, light|Trident|Cutlass	Mending*0|Guidance*0|Sacred Flame*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Bane*1|Cure Wounds*1|Healing Word*1|Inflict Wounds*1|Magic Weapon*2|Spiritual Weapon*2|Enhance Ability*2|Hold Person*2|Locate Object*2|Crusader's Mantle*3|Spirit Guardian*3|Bestow Curse*3|Create Food And Water*3|Revivify*3|Water Walk*3|Freedom of Movement*4|Stoneskin*4|Guardian Of Faith*4|Control Water *4	Wis	combat superiority maneuvers/Lunging Attack*Disarming Attack	Canada	CA		NA	NA	Human	Mending*0|Guidance*0|Sacred Flame*0|Thaumaturgy*0|Divine Favor*1|Shield of Faith*1|Bane*1|Cure Wounds*1|Healing Word*1|Inflict Wounds*1|Magic Weapon*2|Spiritual Weapon*2|Enhance Ability*2|Hold Person*2|Locate Object*2|Crusader's Mantle*3|Spirit Guardians*3|Bestow Curse*3|Create Food and Water*3|Revivify*3|Water Walk*3|Freedom of Movement*4|Stoneskin*4|Guardian of Faith*4|Control Water*4	Crossbow, Light|Trident|	8-11	crazy_gagarin
e47e51d	00ef74d	9bc234d723a5568a27b5c6ec660349b3	df2f7b6	Dark Elf	Soldier	2019-01-12T18:29:39Z	Wizard 8	Wizard	War Magic	8		49	14	12	17	13	18	10	11		Athletics|Arcana|Insight|Perception|Intimidation	Dagger|Spear		Int		United States	US		NA	NA	Elf		Dagger|Spear	8-11	vigilant_knuth
29883a4	485becd	f5d900ff437a5246505d0ec02215144f	0075728	Hill Dwarf	City Watch	2019-01-11T03:24:29Z	Barbarian 8	Barbarian	Path of the Totem Warrior	8	Great Weapon Master	77	16	15	16	16	13	13	11		Athletics|Insight|Survival|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Dwarf		Greataxe|Handaxe|Javelin	8-11	goofy_hypatia
6070724	cfaa6ff	9869d71e2454ba8b8b2967e4d307c448	88d5286	Mountain Dwarf	Custom	2019-01-09T22:20:18Z	Wizard 8	Wizard	School of Divination	8		66	16	13	14	18	20	12	9	N	Arcana|History|Investigation|Perception	Battleaxe|Battleaxe (2h)	Mage Hand*0|Mending*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Thunderwave*1|Shield*1|Feather Fall*1|Tenser's Floating Disk*1|Sleep*1|Blur*2|See Invisibility*2|Hold Person*2|Detect Thoughts*2|Dispel Magic*3|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Sickening Radiance*4|Arcane Eye*4|Greater Invisibility*4|??*4	Int		United States	US	NN	NA	NA	Dwarf	Mage Hand*0|Mending*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Thunderwave*1|Shield*1|Feather Fall*1|Tenser's Floating Disk*1|Sleep*1|Blur*2|See Invisibility*2|Hold Person*2|Detect Thoughts*2|Dispel Magic*3|Hypnotic Pattern*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Sickening Radiance*4|Arcane Eye*4|Greater Invisibility*4|*	Battleaxe|Battleaxe	8-11	condescending_burnell
b1ff258	cfaa6ff	9821b115f9628b9231e0aab34d048b91	610ac91	Mountain Dwarf	Custom	2018-12-30T03:21:36Z	Wizard 8	Wizard	School of Divination	8		66	16	13	14	18	20	12	9	LN	Arcana|History|Investigation|Perception	Battleaxe|Battleaxe (2h)	Mage Hand*0|Mold Earth*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|Locate Creature*4	Int		United States	US	LN	NA	NA	Dwarf	Mage Hand*0|Mold Earth*0|Minor Illusion*0|Ray of Frost*0|Comprehend Languages*1|Find Familiar*1|Detect Magic*1|Burning Hands*1|Shield*1|Feather Fall*1|Identify*1|Sleep*1|Blur*2|Detect Thoughts*2|Hold Person*2|Magic Weapon*2|Dispel Magic*3|Phantom Steed*3|Leomund's Tiny Hut*3|Lightning Bolt*3|Ice Storm*4|Arcane Eye*4|Greater Invisibility*4|Locate Creature*4	Battleaxe|Battleaxe	8-11	cranky_ride
5a98509	cfaa6ff	f3578922c7ac42813a6f87e31d8c6e1d	72cfb62	Human	Entertainer	2018-12-29T22:27:15Z	Warlock 8	Warlock	The Archfey	8	Spell Sniper	59	15	10	14	14	8	12	20	CN	Acrobatics|Perception|Deception|Performance|Persuasion	Shillelagh|Dagger|Light Crossbow|Eldritch Blast	Eldritch Blast*0|Minor Illusion*0|Shape Earth (T)*0|Thaumaturgy (T)*0|Message (T)*0|Friends*0|Hex*1|Sleep*1|Charm Person*1|Comprehend Languages (R)*1|Find Familiar (R)*1|Mirror Image*2|Hold Person*2|Major Image*3|Hypnotic Pattern*3|Greater Invisibility*4|Dominate Beast*4	Cha	eldritch invocations/Agonizing Blast*Book of Ancient Secrets*Devil's Sight*Sculptor of Flesh	United States	US	CN	NA	NA	Human	Eldritch Blast*0|Minor Illusion*0|Shape Water*0|Thaumaturgy*0|Message*0|Friends*0|Hex*1|Sleep*1|Charm Person*1|Comprehend Languages*1|Find Familiar*1|Mirror Image*2|Hold Person*2|Major Image*3|Hypnotic Pattern*3|Greater Invisibility*4|Dominate Beast*4	|Dagger||	8-11	happy_hofstadter
17f3247	1d805b6	b5283298280470fe39d02c5dd50e04a4	bc7a8c4	Human	Guild Artisan	2018-12-26T06:30:46Z	Paladin 8	Paladin	Oath of Devotion	8	Lucky	96	16	17	9	14	8	9	17		Athletics|Insight|Medicine|Perception|Persuasion	Battleaxe|Greatsword|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Cha	fighting style/Great Weapon Fighting	United States	US		NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Battleaxe|Greatsword|Javelin	8-11	relaxed_gates
fd77044		991bea6947def314d96571419cd33f76	df6a8bc	Human	Acolyte	2018-12-22T15:08:21Z	Paladin 8	Paladin	Oath of Devotion	8	Shield Master	60	20	18	10	12	11	12	16	LN	Athletics|Religion|Insight|Medicine	Longsword|Javelin	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Cha	fighting style/Protection	United States	US	LN	NA	NA	Human	Protection from Evil and Good*1|Sanctuary*1|Lesser Restoration*2|Zone of Truth*2	Longsword|Javelin	8-11	blissful_tesla
062560a		e1e1bdaa314f23ad18de06328e8eaa36	ae5b23b	Hobgoblin	Acolyte	2018-12-17T08:14:57Z	Barbarian 8	Barbarian	Path of the Berserker	8	Ritual Caster|Observant	136	17	18	14	20	17	14	13		Nature|Religion|Insight|Intimidation	Greataxe|Handaxe|Javelin		Int		United States	US		NA	NA	Hobgoblin		Greataxe|Handaxe|Javelin	8-11	vigilant_dubinsky
062560a	82268d2	2a60700a8dedf3923f9169d6bce0b86f	809a43f	Rock Gnome	Haunted One	2018-12-17T08:13:45Z	Fighter 8	Fighter	Juggernaut	8	Shield Master|Sentinel|Medium Armor Master	104	21	18	18	16	16	13	14		Arcana|Insight|Perception|Survival	Whip|Handaxe		Int	fighting style/Defense	United States	US		NA	NA	Gnome		Whip|Handaxe	8-11	jolly_hermann
062560a	82268d2	40f0ee1419c909b6cf4113f16528418c	257e511	Triton	Noble	2018-12-17T08:12:21Z	Paladin 8	Paladin	Oath of the Crown	8	Dual Wielder|War Caster	104	17	19	14	16	13	14	19		History|Religion|Insight|Persuasion	Trident|Whip|Dagger	Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2	Cha	fighting style/Two-Weapon Fighting	United States	US		NA	NA	Triton	Command*1|Compelled Duel*1|Warding Bond*2|Zone of Truth*2	Trident|Whip|Dagger	8-11	practical_kirch
062560a	82268d2	4c90847b5528823dc9b9c5940baa203d	1b4a8f2	Goblin	Haunted One	2018-12-17T08:10:23Z	Fighter 8	Fighter	shieldman	8	Moderately Armored|Squat Nimbleness|Alert	104	20	13	22	16	14	18	14		Acrobatics|Investigation|Insight|Perception|Survival	Longsword|Shortbow|Handaxe		Int	fighting style/Defense	United States	US		NA	NA	Goblin		Longsword|Shortbow|Handaxe	8-11	awesome_dewdney
062560a		31e58ac40882a616af3eb125dc2a2f47	fe45b98	Warforged	Far Traveler	2018-12-17T08:09:08Z	Paladin 8	Paladin	Oath of Treachery	8	War Caster|Magic Initiate	104	18	19	14	16	13	14	18		Athletics|Insight|Perception|Intimidation	Greatsword|Whip|Javelin	Mending*0|Sacred Flame*0|Charm Person*1|Expeditious Retreat*1|Healing Word (1/day)*1|Invisibilty*2|Mirror Image*2	Cha	fighting style/Defense	United States	US		NA	NA	Warforged	Mending*0|Sacred Flame*0|Charm Person*1|Expeditious Retreat*1|Healing Word*1|Invisibility*2|Mirror Image*2	Greatsword|Whip|Javelin	8-11	youthful_banzai
202a19d		12308b0e238c0e37a81646c1501f6e7a	d2aef2a	Human	Mercenary Veteran	2018-12-17T03:08:32Z	Fighter 8	Fighter	Juggernaut	8	Shield Master|Dual Wielder|Sentinel|Magic Initiate	112	24	19	16	18	14	14	16		Athletics|Insight|Perception|Intimidation|Persuasion	Whip|Handaxe		Int	fighting style/Defense	United States	US		NA	NA	Human		Whip|Handaxe	8-11	sleepy_benz
e461e55		6fae73ad428c6197110becf382149bf1	6df8575	Forest Gnome	Outlander	2018-12-08T21:11:22Z	Druid 8	Druid	Circle of the Shepherd	8	Observant|Savage Attacker	49	14	7	16	10	12	19	12	CN	Athletics|Animal Handling|Insight|Survival	Quarterstaff|Light Hammer	Shillelagh*0|Produce Flame*0|Guidence*0|Minor Illusion*0|Cure Wounds *1|Faerie Fire *1|Thunderwave *1|Enhance Ability *2|Find Traps *2|Pass Without Trace *2|Conjure Animals *3|Call Lightning *3|Confusion*4|Polymorph *4|Stoneskin*4|Fire Wall*4	Wis		United States	US	CN	NA	NA	Gnome	Shillelagh*0|Produce Flame*0|Guidance*0|Minor Illusion*0|Cure Wounds*1|Faerie Fire*1|Thunderwave*1|Enhance Ability*2|Find Traps*2|Pass Without Trace*2|Conjure Animals*3|Call Lightning*3|Confusion*4|Polymorph*4|Stoneskin*4|*	Quarterstaff|Light hammer	8-11	amazing_kapitsa
c1961dd	51ec2a1	27a3f062e905e77bbf8000e80e34800e	76a7986	Lineage - Meph	Acolyte	2018-12-06T21:24:28Z	Warlock 8	Warlock	The Hexblade	8		100	16	12	20	16	16	16	20		Religion|Insight|Deception|Intimidation	Dagger		Cha	eldritch invocations/Agonizing Blast*Improved Pact Weapon*Maddening Hex*Sign of Ill Omen|pact boon/Pact of the Blade	United States	US		NA	NA	Tiefling		Dagger	8-11	agitated_sutherland
4a4e484		06b72827706d4553edcc7750e8002685	639de2d	Half-Elf	Folk Hero	2018-12-02T17:27:44Z	Cleric 8	Cleric	Life Domain	8	Crossbow Expert	82	18	16	15	17	14	20	17		Religion|Animal Handling|Insight|Medicine|Survival|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4	Wis		United States	US		NA	NA	Half-Elf	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4	Mace|Crossbow, Light	8-11	youthful_cocks
7935191	0a25096	423677604bb4a83f1631a03232671f1c	9afaac6	Human	Sage	2018-11-30T23:28:59Z	Wizard 8	Wizard	School of Abjuration	8	Spell Sniper	58	12	12	14	16	20	13	13		Arcana|History|Investigation|Religion	Dagger		Int		Brazil	BR		NA	NA	Human		Dagger	8-11	peaceful_ardinghelli
296704c		e389591adfad9119872b001806061318	fce3c24	Dark Elf	Entertainer (Gladiator)	2018-11-29T18:18:40Z	Fighter 8	Fighter	Arcane Archer	8		52	15	10	19	11	15	12	14	chaotic neutral	Acrobatics|Arcana|Insight|Perception|Performance|Persuasion	Farasta|Rapier|Net|Handaxe	Dancing Lights*0|Prestidigitation*0|Faerie Fire*1|Darkness *2	Cha	arcane shot options/Shadow Arrow*Banishing Arrow*Grasping Arrow|fighting style/Archery	United Kingdom	GB	CN	NA	NA	Elf	Dancing Lights*0|Prestidigitation*0|Faerie Fire*1|Darkness*2	|Rapier|Net|Handaxe	8-11	charming_colden
